"Date/Time","Date/Time","No.1","No.2","No.3","No.4","No.5","No.6","No.7","No.8"
"Date/Time","Date/Time","SUCTION 2ND","DISCHARGE 2ND","SUCTION 1ST","DISCHARGE 1ST","Channel1","Channel2","Channel3","Channel4"
"","","°C","°C","°C","°C","W/m^2","W/m^2","V","V"
"2025-07-16 13:26:49","45854.5602893519","38.5","67.8","72.3","71.3","885.076","-199.93","0.79149","2.51621"
"2025-07-16 13:26:54","45854.5603472222","38.5","67.8","72.4","71.3","885.317","-199.48","0.79149","2.51600"
"2025-07-16 13:26:59","45854.5604050926","38.5","67.8","72.4","71.3","884.355","-199.75","0.79149","2.51653"
"2025-07-16 13:27:04","45854.5604629630","38.5","67.8","72.4","71.3","884.114","-199.30","0.79168","2.51623"
"2025-07-16 13:27:09","45854.5605208333","38.5","67.8","72.4","71.4","884.595","-198.32","0.79159","2.51638"
"2025-07-16 13:27:14","45854.5605787037","38.4","67.7","72.3","71.3","885.317","-197.51","0.79133","2.51619"
"2025-07-16 13:27:19","45854.5606365741","38.4","67.7","72.3","71.3","884.595","-197.15","0.79124","2.51641"
"2025-07-16 13:27:24","45854.5606944444","38.4","67.7","72.3","71.3","884.595","-196.88","0.79093","2.51666"
"2025-07-16 13:27:29","45854.5607523148","38.4","67.7","72.3","71.3","884.355","-197.33","0.79100","2.51620"
"2025-07-16 13:27:34","45854.5608101852","38.4","67.7","72.3","71.3","885.076","-195.89","0.79090","2.51626"
"2025-07-16 13:27:39","45854.5608680556","38.4","67.7","72.3","71.3","884.595","-197.24","0.79085","2.51624"
"2025-07-16 13:27:44","45854.5609259259","38.5","67.8","72.4","71.4","885.317","-199.93","0.79138","2.51633"
"2025-07-16 13:27:49","45854.5609837963","38.6","67.8","72.4","71.5","885.557","-199.04","0.79147","2.51639"
"2025-07-16 13:27:54","45854.5610416667","38.6","67.9","72.4","71.5","885.557","-197.87","0.79142","2.51628"
"2025-07-16 13:27:59","45854.5610995370","38.6","67.9","72.4","71.5","885.317","-199.13","0.79127","2.51638"
"2025-07-16 13:28:04","45854.5611574074","38.6","67.9","72.5","71.5","885.798","-198.41","0.79145","2.51618"
"2025-07-16 13:28:09","45854.5612152778","38.6","67.9","72.4","71.5","885.557","-197.69","0.79131","2.51607"
"2025-07-16 13:28:14","45854.5612731481","38.6","67.9","72.4","71.5","885.317","-200.11","0.79164","2.51603"
"2025-07-16 13:28:19","45854.5613310185","38.6","67.9","72.5","71.5","886.038","-200.65","0.79204","2.51645"
"2025-07-16 13:28:24","45854.5613888889","38.7","67.9","72.5","71.6","886.279","-199.39","0.79187","2.51644"
"2025-07-16 13:28:29","45854.5614467593","38.7","67.9","72.5","71.6","885.798","-198.50","0.79181","2.51631"
"2025-07-16 13:28:34","45854.5615046296","38.8","67.9","72.5","71.6","885.317","-197.87","0.79163","2.51625"
"2025-07-16 13:28:39","45854.5615625000","38.8","67.9","72.5","71.6","885.798","-198.05","0.79169","2.51639"
"2025-07-16 13:28:44","45854.5616203704","38.7","67.9","72.5","71.6","886.038","-198.14","0.79175","2.51639"
"2025-07-16 13:28:49","45854.5616782407","38.8","67.9","72.5","71.6","885.557","-198.32","0.79175","2.51646"
"2025-07-16 13:28:54","45854.5617361111","38.8","67.9","72.5","71.6","885.557","-198.23","0.79157","2.51621"
"2025-07-16 13:28:59","45854.5617939815","38.7","67.9","72.5","71.6","885.317","-198.41","0.79143","2.51613"
"2025-07-16 13:29:04","45854.5618518519","38.8","67.9","72.5","71.6","885.317","-197.78","0.79125","2.51618"
"2025-07-16 13:29:09","45854.5619097222","38.8","67.9","72.5","71.6","885.317","-197.51","0.79122","2.51600"
"2025-07-16 13:29:14","45854.5619675926","38.8","67.9","72.5","71.7","885.798","-197.96","0.79129","2.51656"
